1.53,1,7,72.5,70,2,1,10126
1.53,1,7,72.5,70,2,1,10126
1.51,4,7,73.9,68,2,2,10129
1.62,6,6,73.7,73,2,2,10130
1.62,6,6,73.7,73,2,2,10130
1.52,4,7,72.8,73,2,1,10131
1.51,4,5,71.9,72,3,1,10133
1.51,4,7,77.9,73,3,2,10135
1.53,5,3,76.0,75,2,3,10140
1.71,6,5,78.2,77,3,2,10141
1.61,6,6,74.2,73,2,2,10143
1.61,6,6,74.2,73,2,2,10143
1.51,5,5,75.4,74,2,2,10145
1.52,5,5,72.1,76,2,2,10150
1.71,5,8,72.8,74,2,2,10150
1.52,2,6,78.5,70,3,2,10156
1.51,2,7,75.9,75,3,2,10157
1.50,3,8,67.1,74,2,1,10158
1.81,4,8,71.2,73,3,1,10158
1.50,4,6,74.9,67,2,1,10160
1.50,4,7,77.4,67,2,1,10163
1.50,3,7,70.0,78,3,1,10164
1.50,4,6,74.3,72,1,1,10164
1.50,5,4,72.7,72,2,1,10164
1.80,6,7,71.5,75,3,1,10164
1.50,6,5,72.8,69,1,1,10167
1.54,6,3,73.9,69,2,1,10167
1.51,5,5,73.3,70,2,2,10168
1.52,3,7,70.8,77,3,2,10170
1.52,5,4,74.0,68,2,1,10172
1.51,3,7,74.8,72,3,2,10176
1.51,4,6,72.6,68,1,2,10176
1.64,3,8,71.9,70,2,2,10177
1.50,3,7,72.5,73,2,2,10180
1.50,4,7,73.1,75,3,3,10180
1.50,5,7,72.6,77,3,3,10180
